잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000000402,02-0000077911,91 ,20011016  ,20011016  ,202851.070859935,555913.982462647,-,001,002,0  ,4368332    ,001,2000-0000-000,25-000402,5004,1,-,-,,001
25-0000001811,02-0000077976,0  ,20070601,20070601,202817.7585,556018.16486,-,004,001,0  ,-,001,2008-0101-004,25-001811,5007,1,002,-,,001
25-0000006450,02-0000078134,0  ,00010101,00010101,202376.261,540752.98054,-,004,001,0  ,-,001,2000-0000-000,25-006450,5008,1,-,-,,001
25-0000006450,02-0000078134,0  ,20000101  ,20000101  ,202377.137500014,540751.668742836,-,001,002,0  ,4058401    ,001,2000-0000-000,25-006450,5009,1,-,-,,001
25-0000008127,02-0000078136,0  ,20000101,20000101,202355.01768,540730.7316,-,001,001,1  ,-,001,2000-0000-000,25-008127,5010,1,-,-,,001
25-0000006307,02-0000078141,0  ,20100319,20100319,202231.72844,540589.3998,.,002,001,0  ,-,001,2010-0101-041,25-006307,5011,1,001,-,,001
25-0000002132,02-0000078198,0  ,20080101,20080101,203279.17561,556042.96797,아이엔티티,003,001,0  ,-,001,2011-0501-003,25-002132,5017,1,001,-,,001
25-0000002132,02-0000078198,0  ,20080101,20080101,203279.17561,556042.96797,0,002,001,0  ,-,001,2011-0501-003,25-002132,5018,1,001,-,,001
25-0000002133,02-0000078200,0  ,20080101  ,20080101  ,203306.075000019,556018.343744624,-,001,002,0  ,4378254    ,001,2012-0101-091,25-002133,5019,1,001,-,,001
25-0000002133,02-0000078200,0  ,20080101,20080101,203308.89174,556019.23042,0,004,001,0  ,-,001,2012-0101-091,25-002133,5020,1,001,-,,001
25-0000005435,02-0000078203,0  ,20100120,20100120,203272.43785,556038.25558,아이엔티티,002,001,0  ,-,001,2011-0501-003,25-005435,5021,1,001,-,,001
25-0000005435,02-0000078203,0  ,20100120,20100120,203272.43785,556038.25558,아이엔티티,003,001,0  ,-,001,2011-0501-003,25-005435,5022,1,001,-,,001
25-0000005437,02-0000078209,0  ,20100120,20100120,203308.5119,556009.16279,아이엔티티,004,001,0  ,-,001,2012-0101-091,25-005437,5023,1,004,-,,001
25-0000005437,02-0000078209,42 ,20100120  ,20100120  ,203304.45000002,556008.043744624,아이엔티티,001,002,0  ,4378256    ,001,2012-0101-091,25-005437,5024,1,004,-,,001
25-0000005436,02-0000078211,0  ,20100120,20100120,203289.0119,555998.42613,아이엔티티,004,001,0  ,-,001,2012-0101-091,25-005436,5025,1,004,-,,001
25-0000005436,02-0000078211,180,20100120  ,20100120  ,203288.825000021,555999.443744624,-,001,002,0  ,4378241    ,001,2012-0101-091,25-005436,5026,1,004,-,,001
25-0000001710,02-0000078248,0  ,20070601,20070601,207965.23066,553125.04203,-,001,001,0  ,-,001,2000-0000-000,25-001710,5027,1,-,-,,001
25-0000007221,02-0000078260,0  ,20110513,20110513,207599.26323,552210.64289,관급,001,001,0  ,-,001,2011-0101-030,25-007221,5028,1,001,-,,001
25-0000003593,02-0000078324,0  ,00010101,00010101,206896.04393,556676.00689,-,004,001,0  ,-,001,2010-0101-079,25-003593,5030,1,001,-,,001
25-0000001356,02-0000078339,0  ,20070919,20070919,206889.47061,556541.85563,-,001,001,0  ,-,001,2000-0000-000,25-001356,5031,1,-,-,,001
25-0000000641,02-0000078632,0  ,20070601,20070601,206444.59595,554831.78045,-,002,001,0  ,-,001,2000-0000-000,25-000641,5032,1,-,-,,001
25-0000000641,02-0000078632,0  ,20070601,20070601,206444.59595,554831.78045,-,002,001,0  ,-,001,2000-0000-000,25-000641,5033,1,-,-,,001
25-0000001289,02-0000078654,170,20070919  ,20070919  ,208246.656642989,557448.284407093,-,001,002,0  ,5471132    ,001,2000-0000-000,25-001289,5034,1,-,-,,001
25-0000001711,02-0000078662,0  ,20070601,20070601,208249.74297,557410.74026,-,001,001,0  ,-,001,2000-0000-000,25-001711,5035,1,-,-,,001
25-0000007975,02-0000078687,90 ,20120417,20120417,205391.56743,557038.58312,-,001,001,0  ,-,001,2011-0401-004,25-007975,5036,1,-,-,,001
25-0000003057,02-0000078687,0  ,20120417,20120417,205391.56798,557038.58353, ,002,001,0  ,-,001,2009-0101-012,25-003057,5037,1,001,-,,001
25-0000003057,02-0000078687,0  ,20090323,20090323,205391.56798,557038.58353,(주)에이치케이,001,001,0  ,-,001,2009-0101-012,25-003057,5038,1,001,-,,001
25-0000003056,02-0000078689,0  ,20120417  ,20120417  ,205376.700000034,557059.031244748,-,001,002,0  ,5410361    ,001,2009-0101-012,25-003056,5039,1,001,-,,001
25-0000003056,02-0000078689,0  ,20090323,20090323,205375.02045,557059.43476,(주)에이치케이,004,001,0  ,-,001,2009-0101-012,25-003056,5040,1,001,-,,001
25-0000003061,02-0000078709,0  ,20090323,20090323,205335.28423,557031.22953,-,002,001,0  ,-,001,2009-0101-012,25-003061,5041,1,001,-,,001
25-0000003061,02-0000078709,0  ,20090323,20090323,205335.28423,557031.22953,(주)에이치케이,001,001,0  ,-,001,2009-0101-012,25-003061,5042,1,001,-,,001
25-0000003055,02-0000078711,293,20120417  ,20120417  ,205356.837500032,557051.868744747,-,001,002,0  ,5410362    ,001,2009-0101-012,25-003055,5043,1,001,-,,001
25-0000003055,02-0000078711,0  ,20090323,20090323,205355.50392,557054.3575,(주)에이치케이,004,001,0  ,-,001,2009-0101-012,25-003055,5044,1,001,-,,001
25-0000003054,02-0000078712,0  ,20120417  ,20120417  ,205334.800000032,557048.606244747,-,001,002,0  ,5410352    ,001,2009-0101-012,25-003054,5045,1,001,-,,001
25-0000003054,02-0000078712,0  ,20090323,20090323,205333.96815,557048.7132,(주)에이치케이,004,001,0  ,-,001,2009-0101-012,25-003054,5046,1,001,-,,001
25-0000008944,02-0000078817,98 ,20000101  ,20000101  ,201920.537500012,557544.456244807,-,001,002,0  ,4441451    ,001,2000-0000-000,25-008944,5048,1,001,-,,001
25-0000006379,02-0000078845,0  ,20100804  ,20100804  ,205823.302042684,556433.959659492,아이엔티티,001,002,0  ,5329233    ,001,2010-0101-061,25-006379,5049,1,001,-,,001
25-0000006381,02-0000078875,41 ,20100804  ,20100804  ,205842.641172502,556383.929466301,아이엔티티,001,002,0  ,5329322    ,001,2010-0101-061,25-006381,5050,1,001,-,,001
25-0000000313,02-0000093749,0  ,00010101,00010101,192280.98516,550258.5844,-,001,001,0  ,-,001,2000-0000-000,25-000313,6089,1,-,-,,001
25-0000001757,02-0000093752,0  ,20070601,20070601,192315.59676,549978.2783,-,002,001,0  ,-,001,2000-0000-000,25-001757,6090,1,-,-,,001
25-0000001757,02-0000093752,0  ,20070601,20070601,192315.59676,549978.2783,-,002,001,0  ,-,001,2000-0000-000,25-001757,6091,1,-,-,,001
25-0000006687,02-0000093829,0  ,20000101,20000101,196337.02452,549784.20596,-,001,001,1  ,-,001,2000-0000-000,25-006687,6092,1,-,-,,001
25-0000004518,02-0000093829,0  ,20091106,20091106,196337.02452,549784.20596,-,002,001,1  ,-,001,2009-0101-055,25-004518,6093,1,001,-,,001
25-0000004518,02-0000093829,0  ,20091106,20091106,196337.02452,549784.20596,한국전기교통,002,001,1  ,-,001,2009-0101-055,25-004518,6094,1,001,-,,001
25-0000001983,02-0000093944,295,20080704,20080704,192426.66589,554814.02342,-,001,001,0  ,-,001,2008-0101-608,25-001983,6095,1,001,-,,001
25-0000002538,02-0000093949,228,20000101,20000101,203673.40871,551315.28859,-,001,002,0  ,-,001,2000-0000-000,25-002538,6096,1,-,-,,001
25-0000008855,02-0000094049,152,20080101  ,20080101  ,203215.900000018,554856.906244488,-,001,002,0  ,4376022    ,001,2000-0000-000,25-008855,6098,1,-,-,,001
25-0000006879,02-0000094102,0  ,20080101  ,20080101  ,185871.682126894,549159.005984718,기타,001,002,1  ,1224381    ,001,2010-0401-004,25-006879,6099,1,004,-,,001
25-0000001758,02-0000094207,0  ,20070601,20070601,197241.07169,552073.86857,-,002,001,0  ,-,001,2000-0000-000,25-001758,6100,1,-,-,,001
25-0000001758,02-0000094207,0  ,20070601,20070601,197241.07169,552073.86857,-,002,001,0  ,-,001,2000-0000-000,25-001758,6101,1,-,-,,001
25-0000001313,02-0000094252,0  ,20070919,20070919,196613.39289,547034.32721,-,002,001,0  ,-,001,2000-0000-000,25-001313,6102,1,-,-,,001
25-0000019350,02-0000220201,-,-,-,191595.59609663,542940.789369003,-,001,001,1  ,2132838    ,001,-,25-019350,21667,-,003,-,,001
25-0000001593,02-0000109687,0  ,20070601,20070601,202670.4871,546788.31957,-,001,001,0  ,-,001,2000-0000-000,25-001593,7148,1,-,-,,001
25-0000001593,02-0000109687,0  ,20070601,20070601,202670.4871,546788.31957,-,002,001,0  ,-,001,2000-0000-000,25-001593,7149,1,-,-,,001
25-0000000764,02-0000109732,0  ,20070531,20070531,206630.9962,545064.88055,-,001,001,0  ,-,001,2000-0000-000,25-000764,7150,1,003,-,,001
25-0000007042,02-0000109848,94 ,20100510  ,20100510  ,205688.78853245,543628.504044924,라이텍코리아(주),001,002,0  ,5123071    ,001,2010-0101-038,25-007042,7152,1,001,-,,001
25-0000000526,02-0000109872,0  ,20070601  ,20070601  ,204161.50437701,543890.235619423,-,001,002,0  ,4184923    ,001,2000-0000-000,25-000526,7153,1,-,-,,001
25-0000000493,02-0000109878,0  ,20070601,20070601,206548.11206,543237.81704,-,002,001,0  ,-,001,2000-0000-000,25-000493,7155,1,-,-,,001
25-0000000493,02-0000109878,0  ,20070601,20070601,206548.11206,543237.81704,-,002,001,0  ,-,001,2000-0000-000,25-000493,7156,1,-,-,,001
25-0000017409,02-0000215035,-,20200820  ,20200820  ,211127.29539241,548712.710992866,아이엔티티,001,002,1  ,6223991    ,001,2020-0201-079,25-017409,19726,-,001,-,,001
25-0000017408,02-0000215034,-,20200820  ,20200820  ,211121.575977152,548701.661815139,아이엔티티,001,002,1  ,6223891    ,001,2020-0201-079,25-017408,19725,-,001,-,,001
25-0000000495,02-0000110054,0  ,20070601  ,20110401  ,205795.347513033,545059.255581207,-,001,002,0  ,5126262    ,001,2011-0101-063,25-000495,7162,1,002,-,,001
25-0000000495,02-0000110054,0  ,20070601,20070601,205795.8658,545060.99888,-,004,001,0  ,-,001,2011-0101-063,25-000495,7163,1,002,-,,001
25-0000000018,02-0000096329,0  ,20220215  ,20220215  ,190016.624999941,543895.699992923,-,001,002,1  ,2104625    ,001,2022-0101-028,25-000018,6173,1,002,-,,001
25-0000009343,02-0000110245,80 ,20130208  ,20130208  ,213796.175000086,549661.943743873,-,001,002,1  ,6285282    ,001,2012-0101-029,25-009343,7167,1,001,-,,001
25-0000017466,02-0000200351,-,20200521  ,20200521  ,202324.84339151,556746.621333862,한길에이치씨,001,002,1  ,4359291    ,001,2020-0201-033,25-017466,19783,-,001,-,,001
25-0000008118,02-0000110475,60 ,20000101  ,20000101  ,212355.482783411,544831.071976503,-,001,002,1  ,6156311    ,001,2000-0000-000,25-008118,7169,1,-,-,,001
25-0000001960,02-0000110618,75 ,20080630  ,20080630  ,212054.975000073,544554.956243276,한국전기교통,001,002,0  ,6145761    ,001,2008-0101-461,25-001960,7170,1,001,-,,001
25-0000005261,02-0000110667,0  ,20090901  ,20090901  ,213072.47500008,550595.381243984,(주)명신전자,001,002,1  ,6267762    ,001,2009-0111-016,25-005261,7171,1,001,-,,001
25-0000017465,02-0000215122,-,20200521  ,20200521  ,202330.40589151,556756.496333862,한길에이치씨,001,002,1  ,4450301    ,001,2020-0201-033,25-017465,19782,-,001,-,,001
25-0000003601,02-0000110722,180,00010101,00010101,203900.6592,551916.51563,-,004,001,0  ,-,001,2009-0201-006,25-003601,7174,1,005,-,,001
25-0000003601,02-0000110722,0  ,00010101,00010101,203900.6592,551916.51563,-,004,001,0  ,-,001,2009-0201-006,25-003601,7175,1,005,-,,001
25-0000017464,02-0000215120,-,20200521  ,20200521  ,202349.405891509,556743.808833862,한길에이치씨,001,002,1  ,4359392    ,001,2020-0201-033,25-017464,19781,-,001,-,,001
25-0000004739,02-0000110739,0  ,20091103,20091103,214628.98819,550780.0748,-,002,001,1  ,-,001,2009-0501-003,25-004739,7177,1,001,-,,001
25-0000004739,02-0000110739,0  ,20091103,20091103,214628.98819,550780.0748,구전산업(주),002,001,1  ,-,001,2009-0501-003,25-004739,7178,1,001,-,,001
25-0000009359,02-0000110808,135,20130208  ,20130208  ,213801.725000084,550243.893743943,-,003,002,1  ,6286291    ,001,2012-0101-086,25-009359,7182,1,001,-,,001
25-0000001608,02-0000110826,0  ,20110422,20110422,213491.98461,548792.35867,q,003,001,0  ,-,001,2009-1101-149,25-001608,7183,1,004,-,,001
25-0000001608,02-0000110826,0  ,20070601,20070601,213491.98461,548792.35867,-,001,001,0  ,-,001,2009-1101-149,25-001608,7184,1,004,-,,001
25-0000008019,02-0000110871,0  ,20120523  ,20120523  ,213842.162500086,551244.293744062,아이엔티티,001,002,0  ,6288392    ,001,2011-0501-004,25-008019,7185,1,001,-,,001
25-0000009353,02-0000110873,0  ,20130208,20130208,211419.96254,550572.78629,-,003,002,1  ,-,001,2012-0101-086,25-009353,7186,1,001,-,,001
25-0000000937,02-0000110889,137,20070601,20070601,205388.74792,551367.41587,-,001,002,0  ,-,001,2000-0000-000,25-000937,7187,1,-,-,,001
25-0000001074,02-0000110891,304,20070601,20070601,205388.56232,551407.65207,-,001,002,0  ,-,001,2000-0000-000,25-001074,7188,1,-,-,,001
25-0000017463,02-0000215121,-,20200521  ,20200521  ,202345.030891509,556734.246333862,한길에이치씨,001,002,1  ,4359391    ,001,2020-0201-033,25-017463,19780,-,001,-,,001
25-0000006494,02-0000110985,0  ,00010101,00010101,204080.59015,549073.84929,-,002,001,0  ,-,001,2000-0000-000,25-006494,7194,1,-,-,,001
25-0000005572,02-0000060658,304,20100222  ,20100222  ,197718.432506066,548432.130351704,구전산업,001,002,0  ,3263034    ,001,2010-0101-001,25-005572,4071,1,001,-,,001
25-0000000515,02-0000060659,0  ,20070601,20070601,197711.01122,548419.53628,-,004,001,0  ,-,001,2009-0101-003,25-000515,4072,1,002,-,,001
25-0000000516,02-0000060677,16 ,20070601  ,20070601  ,197676.862499986,548456.206243736,-,001,002,0  ,3253944    ,001,2000-0000-000,25-000516,4074,1,-,-,,001
25-0000005569,02-0000060678,306,20100222  ,20100222  ,197685.315120812,548480.668098666,구전산업,001,002,0  ,3263041    ,001,2010-0101-001,25-005569,4075,1,001,-,,001
25-0000000517,02-0000060680,37 ,20070601,20070601,197695.53236,548506.16537,-,001,002,0  ,-,001,2000-0000-000,25-000517,4076,1,-,-,,001
25-0000000623,02-0000080282,0  ,20070601,20070601,207087.88028,554627.72725,-,002,001,0  ,-,001,2000-0000-000,25-000623,5120,1,-,-,,001
25-0000000977,02-0000080322,281,20070601  ,20070601  ,208286.899873789,548492.49374374,-,001,002,0  ,5273243    ,001,2000-0000-000,25-000977,5121,1,-,-,,001
25-0000003427,02-0000080390,0  ,20090510,20090510,208094.79704,554409.29667,JS엔지니어링,001,001,0  ,-,001,2009-0101-016,25-003427,5122,1,001,-,,001
25-0000002262,02-0000080396,0  ,20080921,20080921,207623.59689,554716.2499,-,002,001,0  ,-,001,2007-0501-491,25-002262,5123,1,001,-,,001
25-0000002262,02-0000080396,0  ,20080921,20080921,207623.59689,554716.2499,아이엔티티,001,001,0  ,-,001,2007-0501-491,25-002262,5124,1,001,-,,001
25-0000002265,02-0000080447,0  ,20080921,20080921,207671.66409,554677.55764,-,002,001,0  ,-,001,2007-0501-491,25-002265,5126,1,001,-,,001
25-0000002265,02-0000080447,0  ,20080921,20080921,207671.66409,554677.55764,아이엔티티,001,001,0  ,-,001,2007-0501-491,25-002265,5127,1,001,-,,001
25-0000002268,02-0000080463,0  ,20080921,20080921,207728.59968,554399.82815,-,002,001,0  ,-,001,2007-0501-491,25-002268,5128,1,001,-,,001
25-0000002268,02-0000080463,0  ,20080921,20080921,207728.59968,554399.82815,아이엔티티,002,001,0  ,-,001,2007-0501-491,25-002268,5129,1,001,-,,001
25-0000005035,02-0000080640,0  ,20091217  ,20091217  ,207532.137500048,555207.33124453,INTT,001,002,0  ,5356791    ,001,2009-0201-006,25-005035,5130,1,001,-,,001
25-0000008807,02-0000080643,0  ,20000101  ,20000101  ,207569.650000046,555169.731244525,-,001,002,1  ,5356783    ,001,2000-0000-000,25-008807,5131,1,001,-,,001
25-0000008806,02-0000080644,0  ,20000101,20000101,207552.14543,555177.66555,-,001,002,1  ,-,001,2000-0000-000,25-008806,5132,1,-,-,,001
25-0000006711,02-0000080667,0  ,20080101,20100819,208408.98915,554078.98516,미창,001,001,1  ,-,001,2010-0101-055,25-006711,5135,1,001,-,,001
25-0000006789,02-0000080667,72 ,20100819  ,20101126  ,208404.249129401,554070.717643868,미창,001,002,1  ,5374463    ,001,2010-0401-002,25-006789,5136,1,004,-,,001
25-0000006711,02-0000080667,0  ,20080101,20100819,208408.98915,554078.98516,-,002,001,1  ,-,001,2010-0101-055,25-006711,5137,1,001,-,,001
25-0000006712,02-0000080702,0  ,20080101,20100819,208371.07151,554053.08912,미창,002,001,1  ,-,001,2010-0101-055,25-006712,5138,1,001,-,,001
25-0000006790,02-0000080702,0  ,20100819  ,20101126  ,208367.142534994,554056.41352264,미창,001,002,1  ,5374361    ,001,2010-0401-002,25-006790,5139,1,004,-,,001
25-0000006712,02-0000080702,0  ,20080101,20100819,208371.07151,554053.08912,-,002,001,1  ,-,001,2010-0101-055,25-006712,5140,1,001,-,,001
25-0000006713,02-0000080703,0  ,20100819,20100819,208386.81242,554080.14854,미창,002,001,1  ,-,001,2010-0101-055,25-006713,5141,1,001,-,,001
25-0000006710,02-0000080703,0  ,20080101,20100819,208386.81242,554080.14854,미창,002,001,1  ,-,001,2010-0101-055,25-006710,5142,1,001,-,,001
25-0000006792,02-0000080703,0  ,20100819  ,20101126  ,208387.806008475,554077.19761778,미창,001,002,1  ,5374461    ,001,2010-0401-002,25-006792,5143,1,004,-,,001
25-0000006791,02-0000080703,0  ,20100819  ,20101126  ,208388.222676415,554079.62817503,미창,001,002,1  ,5374462    ,001,2010-0401-002,25-006791,5144,1,004,-,,001
25-0000006710,02-0000080703,0  ,20080101,20100819,208386.81242,554080.14854,-,002,001,1  ,-,001,2010-0101-055,25-006710,5145,1,001,-,,001
25-0000005017,02-0000080969,43 ,20091217  ,20091217  ,208933.19862,557030.35797,INTT,001,002,0  ,5480553    ,001,2010-1101-031,25-005017,5154,1,004,-,,001
25-0000005018,02-0000080971,0  ,20091217,20091217,208954.19631,557009.27217,-,002,001,0  ,-,001,2009-0201-006,25-005018,5156,1,001,-,,001
25-0000005018,02-0000080971,0  ,20091217,20091217,208954.19631,557009.27217,INTT,002,001,0  ,-,001,2009-0201-006,25-005018,5157,1,001,-,,001
25-0000005027,02-0000219376,4  ,20091217  ,20091217  ,207347.150000044,553498.356244329,INTT,001,002,0  ,5353343    ,001,2009-0201-006,25-005027,5160,1,001,-,,001
25-0000005026,02-0000080998,120,20091217  ,20091217  ,207345.921866436,553501.17101486,INTT,001,002,0  ,5353358    ,001,2009-0201-006,25-005026,5161,1,001,-,,001
25-0000005025,02-0000081003,76 ,20091217  ,20091217  ,207369.337500045,553491.968744328,INTT,001,002,0  ,5353342    ,001,2009-0201-006,25-005025,5162,1,001,-,,001
25-0000005024,02-0000081004,38 ,20091217  ,20091217  ,207382.500000046,553500.668744332,INTT,001,002,0  ,5353455    ,001,2009-0201-006,25-005024,5163,1,001,-,,001
25-0000005023,02-0000081021,204,20091217  ,20091217  ,207389.437500046,553523.90624433,INTT,001,002,0  ,5353454    ,001,2009-0201-006,25-005023,5164,1,001,-,,001
25-0000005022,02-0000081021,291,20091217  ,20091217  ,207392.000000045,553524.281244331,INTT,001,002,0  ,5353453    ,001,2009-0201-006,25-005022,5165,1,001,-,,001
25-0000003424,02-0000081119,0  ,20090420,20090420,208240.99097,553446.65014,JS엔지니어링,001,001,0  ,-,001,2009-0101-008,25-003424,5166,1,001,-,,001
25-0000003423,02-0000081122,0  ,20090420,20090420,208247.80126,553473.61882,JS엔지니어링,001,001,0  ,-,001,2009-0101-008,25-003423,5167,1,001,-,,001
25-0000005009,02-0000081152,0  ,20091217  ,20091217  ,207071.487500043,555028.099994505,-,001,002,1  ,5346751    ,001,2009-0201-006,25-005009,5170,1,001,-,,001
25-0000005009,02-0000081152,0  ,20091217,20091217,207071.07685,555028.792,INTT,004,001,0  ,-,001,2009-0201-006,25-005009,5171,1,001,-,,001
25-0000000629,02-0000081153,342,20070601  ,20070601  ,207066.737500044,555057.593744516,-,001,002,0  ,5346761    ,001,2000-0000-000,25-000629,5172,1,-,-,,001
25-0000008858,02-0000081183,0  ,20100922,20100922,208908.93826,556518.58293,-,002,001,0  ,-,001,2000-0000-000,25-008858,5173,1,-,-,,001
25-0000005571,02-0000060723,0  ,20100222,20100222,197749.18385,548441.8048,구전산업,001,001,0  ,-,001,2010-0101-001,25-005571,4077,1,001,-,,001
25-0000000543,02-0000060725,0  ,20070601,20070601,197738.84467,548478.83093,-,002,001,0  ,-,001,2000-0000-000,25-000543,4078,1,-,-,,001
