잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000019613,02-0000215579,-,20220701  ,20220701  ,201360.63452451,560119.752501383,(주)태대,001,002,1  ,4436371    ,001,2022-0101-046,25-019613,21930,-,001,-,,001
25-0000019636,02-0000220693,-,20180601  ,20180601  ,212561.048394738,542448.494819819,디오전기,001,002,1  ,6151732    ,001,2015-0201-028,25-019636,21953,-,001,-,,001
25-0000018896,02-0000172164,-,20211210  ,20211210  ,201378.475054605,557670.252494099,(주)한길에이치씨,001,002,1  ,4431482    ,001,2021-0501-012,25-018896,21213,-,001,-,,001
25-0000018895,02-0000172165,-,20211210  ,20211210  ,201386.22631913,557683.200935774,(주)한길에이치씨,001,002,1  ,4431481    ,001,2021-0501-012,25-018895,21212,-,001,-,,001
25-0000018894,02-0000172166,-,20211210  ,20211210  ,201373.038819129,557688.450935773,(주)한길에이치씨,001,002,1  ,4431385    ,001,2021-0501-012,25-018894,21211,-,001,-,,001
25-0000018891,02-0000172170,-,20211210  ,20211210  ,201342.97631913,557668.263435774,(주)한길에이치씨,001,002,1  ,4431382    ,001,2021-0501-012,25-018891,21208,-,001,-,,001
25-0000018970,02-0000173496,-,20210501  ,20210501  ,207840.868900169,554843.538720241,-,001,002,1  ,5366311    ,001,2021-0101-101,25-018970,21287,-,001,-,,001
25-0000019528,02-0000082299,-,20210816  ,20210816  ,206994.849196009,555793.475014531,-,001,002,0  ,5348605    ,001,2021-0101-103,25-019528,21845,-,001,-,,001
25-0000018967,02-0000080473,-,20211201  ,20211201  ,207621.000000047,554275.568744421,-,001,002,1  ,5355801    ,001,2021-0101-104,25-018967,21284,-,001,-,,001
25-0000019499,02-0000002126,-,20211127  ,20211127  ,194344.02703779,554289.46394249,명신전자,001,002,1  ,2395304    ,001,2021-2101-001,25-019499,21816,-,001,-,,001
25-0000013313,02-0000178601,23 ,20201030  ,20211127  ,192623.62386802,552132.733130959,명신전자,001,002,1  ,2350874    ,001,2021-2101-001,25-013313,15630,1,002,-,,001
25-0000018278,02-0000124550,-,20210521  ,20210521  ,203033.79137416,543621.212488964,-,001,002,1  ,4163771    ,001,2021-0101-006,25-018278,20595,-,001,-,,001
25-0000011350,02-0000041407,189,20211201  ,20211201  ,206763.85062644,543700.069677774,-,001,002,1  ,5143193    ,001,2021-0101-092,25-011350,13667,1,002,-,,001
25-0000011348,02-0000041391,34 ,20211201  ,20211201  ,206726.400140091,543702.081507005,-,001,002,1  ,5143091    ,001,2021-0101-092,25-011348,13665,1,002,-,,001
25-0000011262,02-0000044454,30 ,20210602  ,20210602  ,210588.637500066,545909.631243436,-,001,002,1  ,61188310   ,001,2021-0101-007,25-011262,13579,1,001,-,,001
25-0000011263,02-0000044456,304,20210602  ,20210602  ,210597.60000006,545918.981243163,-,001,002,1  ,61188310   ,001,2021-0101-007,25-011263,13580,1,001,-,,001
25-0000011261,02-0000215308,78 ,20210602  ,20210602  ,210596.36250007,545923.043743165,-,001,002,1  ,61188310   ,001,2021-0101-007,25-011261,13578,1,001,-,,001
25-0000001220,02-0000002131,67 ,20070919  ,20230331  ,199337.987739598,552071.159084663,-,001,002,1  ,33903612   ,001,2023-0201-019,25-001220,152,1,004,-,,001
25-0000011220,02-0000015961,81 ,20220814  ,20220814  ,210690.537500065,543234.543743125,-,001,002,1  ,6122099    ,001,2018-0201-122,25-011220,13537,1,004,-,,001
25-0000020341,02-0000221418,-,20220812  ,20220812  ,-,-,-,001,002,1  ,6102951    ,001,2018-0201-122,25-020341,22658,-,004,-,,001
25-0000014416,02-0000015968,25 ,20220811  ,20220811  ,210676.261113614,543255.640096658,-,001,002,1  ,6113905    ,001,2018-0201-122,25-014416,16733,1,004,-,,001
25-0000020356,02-0000038684,-,20220811  ,20220811  ,-,-,-,001,002,1  ,6102746    ,001,2018-0201-122,25-020356,22673,-,004,-,,001
25-0000020355,02-0000098783,-,20220811  ,20220811  ,-,-,-,001,002,1  ,6102745    ,001,2018-0201-122,25-020355,22672,-,004,-,,001
25-0000020354,02-0000038681,-,20220811  ,20220811  ,-,-,-,001,002,1  ,6102744    ,001,2018-0201-122,25-020354,22671,-,004,-,,001
25-0000020014,02-0000075296,-,20221123  ,20221123  ,-,-,(주)태대,001,002,1  ,4325931    ,001,2022-0101-102,25-020014,22331,-,001,-,,001
25-0000000391,02-0000091779,0  ,20221120  ,20221120  ,202052.99014751,559325.381400505,(주)태대,001,002,1  ,4445712    ,001,2022-0101-102,25-000391,5997,1,002,-,,001
25-0000020351,02-0000197204,-,20220813  ,20220813  ,-,-,-,001,002,1  ,6112581    ,001,2018-0201-122,25-020351,22668,-,001,-,,001
25-0000020384,02-0000173439,-,20211203  ,20211203  ,-,-,-,001,002,1  ,4358072    ,001,2021-0101-090,25-020384,22701,-,001,-,,001
25-0000020291,02-0000087379,-,20220620  ,20220620  ,-,-,태대,001,002,1  ,45818910   ,001,2022-0101-063,25-020291,22608,-,001,-,,001
25-0000005193,02-0000103207,0  ,20180503  ,20220620  ,203403.02091886,559934.702153755,태대,001,002,1  ,4476435    ,001,2022-0101-063,25-005193,6644,1,002,-,,001
25-0000020385,02-0000076999,-,20211203  ,20211203  ,-,-,-,001,002,1  ,4359974    ,001,2021-0101-090,25-020385,22702,-,001,-,,001
25-0000020296,02-0000116432,-,20220620  ,20220620  ,-,-,태대,001,002,1  ,5448292    ,001,2022-0101-063,25-020296,22613,-,001,-,,001
25-0000020378,02-0000178535,-,20211009  ,20211009  ,-,-,-,001,002,1  ,4378312    ,001,2021-0101-090,25-020378,22695,-,001,-,,001
25-0000020377,02-0000178536,-,20211009  ,20211009  ,-,-,-,001,002,1  ,4378311    ,001,2021-0101-090,25-020377,22694,-,001,-,,001
25-0000000669,02-0000075435,250,20070601  ,20211009  ,203225.675000018,554643.056244464,-,001,002,1  ,4375074    ,001,2021-0101-090,25-000669,4906,1,002,-,,001
25-0000020293,02-0000159677,-,20220620  ,20220620  ,-,-,태대,001,002,0  ,45965810   ,001,2022-0101-063,25-020293,22610,-,002,-,,001
25-0000019064,02-0000053097,-,20211231  ,20211231  ,207949.086643171,548271.964842015,가온LED,001,002,1  ,5263505    ,001,2021-1701-010,25-019064,21381,-,001,-,,001
25-0000019063,02-0000219410,-,20211231  ,20211231  ,207949.69162379,548278.968127557,가온LED,001,002,1  ,5263504    ,001,2021-1701-010,25-019063,21380,-,001,-,,001
25-0000019060,02-0000219408,-,20211231  ,20211231  ,207964.12912379,548289.843127557,가온LED,001,002,1  ,5263501    ,001,2021-1701-010,25-019060,21377,-,001,-,,001
25-0000019059,02-0000219407,-,20211231  ,20211231  ,206206.282460728,548357.679884915,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-019059,21376,-,001,-,,001
25-0000019058,02-0000219407,-,20211231  ,20211231  ,206205.969960729,548359.304884917,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-019058,21375,-,001,-,,001
25-0000019057,02-0000219406,-,20211231  ,20211231  ,206195.983849618,548365.179884917,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-019057,21374,-,001,-,,001
25-0000019056,02-0000219406,-,20211231  ,20211231  ,206194.421349618,548365.804884918,가온LED,001,002,1  ,5233029    ,001,2021-1701-010,25-019056,21373,-,001,-,,001
25-0000002148,02-0000219405,0  ,20211231  ,20211231  ,206187.686055498,548367.711135047,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-002148,3654,1,001,-,,001
25-0000019055,02-0000219404,-,20211231  ,20211231  ,208723.262500053,555100.831244513,가온LED,001,002,1  ,5386071    ,001,2021-1701-010,25-019055,21372,-,001,-,,001
25-0000019054,02-0000219403,-,20211231  ,20211231  ,208732.258659049,555084.732490891,가온LED,001,002,1  ,5386161    ,001,2021-1701-010,25-019054,21371,-,001,-,,001
25-0000002149,02-0000111730,0  ,20211231  ,20211231  ,206194.312500039,548379.837493596,가온LED,001,002,1  ,5233028    ,001,2021-1701-010,25-002149,7237,1,001,-,,001
25-0000019051,02-0000219400,-,20211231  ,20211231  ,206201.500000039,548380.181243728,가온LED,001,002,1  ,5233027    ,001,2021-1701-010,25-019051,21368,-,001,-,,001
25-0000019047,02-0000053955,-,20211231  ,20211231  ,206209.796349617,548359.554884917,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-019047,21364,-,001,-,,001
25-0000019050,02-0000219399,-,20211231  ,20211231  ,206209.132632981,548374.603699414,가온LED,001,002,1  ,5233026    ,001,2021-1701-010,25-019050,21367,-,001,-,,001
25-0000019049,02-0000219399,-,20211231  ,20211231  ,206210.75763298,548373.853699413,가온LED,001,002,1  ,5233025    ,001,2021-1701-010,25-019049,21366,-,001,-,,001
25-0000019048,02-0000219398,-,20211231  ,20211231  ,206215.1860555,548373.023635046,가온LED,001,002,1  ,52330210   ,001,2021-1701-010,25-019048,21365,-,001,-,,001
25-0000019046,02-0000219397,-,20211231  ,20211231  ,207643.400000051,551730.45624399,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019046,21363,-,001,-,,001
25-0000019045,02-0000219397,-,20211231  ,20211231  ,207641.962500051,551729.51874399,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019045,21362,-,001,-,,001
25-0000019044,02-0000219396,-,20211231  ,20211231  ,207642.525000046,551744.08124412,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019044,21361,-,001,-,,001
25-0000019042,02-0000219396,-,20211231  ,20211231  ,207643.871877079,551749.510106359,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019042,21359,-,001,-,,001
25-0000020487,02-0000220189,-,20170803  ,20231107  ,-,-,㈜명신전자,001,002,1  ,6161134    ,001,2023-0101-103,25-020487,22804,-,002,-,,001
25-0000019339,02-0000220189,-,20170803  ,20231107  ,212767.262500077,542438.831243031,㈜명신전자,001,002,1  ,6161133    ,001,2023-0101-103,25-019339,21656,-,002,-,,001
25-0000019038,02-0000219394,-,20211231  ,20211231  ,207667.425000045,551736.856244123,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019038,21355,-,001,-,,001
25-0000019037,02-0000194302,-,20211231  ,20211231  ,207666.13944555,551725.976044858,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-019037,21354,-,001,-,,001
25-0000013165,02-0000194302,239,20211231  ,20211231  ,207666.92500005,551725.081243988,가온LED,001,002,1  ,52599910   ,001,2021-1701-010,25-013165,15482,1,001,-,,001
25-0000006744,02-0000163072,29 ,20211231  ,20211231  ,207646.475000049,551724.918743989,가온LED,001,002,1  ,5259999    ,001,2021-1701-010,25-006744,10330,1,001,-,,001
25-0000019036,02-0000058849,-,20211231  ,20211231  ,205714.906237383,551308.149092048,가온LED,001,002,1  ,5229013    ,001,2021-1701-010,25-019036,21353,-,001,-,,001
25-0000019035,02-0000058866,-,20211231  ,20211231  ,205695.235901651,551312.253140739,가온LED,001,002,1  ,5229012    ,001,2021-1701-010,25-019035,21352,-,001,-,,001
25-0000019340,02-0000220190,-,20170803  ,20231107  ,212784.575000079,542436.493743033,㈜명신전자,001,002,1  ,6161232    ,001,2023-0101-103,25-019340,21657,-,002,-,,001
25-0000019562,02-0000180768,-,-,-,195900.106219613,550560.451301905,-,001,002,1  ,32274610   ,001,-,25-019562,21879,-,001,-,,001
25-0000019338,02-0000220188,-,20170803  ,20231107  ,212770.950000078,542457.581243032,㈜명신전자,001,002,1  ,6161142    ,001,2023-0101-103,25-019338,21655,-,002,-,,001
25-0000019336,02-0000220186,-,20171012  ,20231107  ,212660.675000077,542448.243743035,㈜명신전자,001,002,1  ,6151932    ,001,2023-0101-103,25-019336,21653,-,002,-,,001
25-0000019337,02-0000220187,-,20171012  ,20231107  ,212679.800000078,542447.443743035,㈜명신전자,001,002,1  ,6161032    ,001,2023-0101-103,25-019337,21654,-,002,-,,001
25-0000019334,02-0000220184,-,20171012  ,20231107  ,212675.025000079,542462.231243034,㈜명신전자,001,002,1  ,6151944    ,001,2023-0101-103,25-019334,21651,-,002,-,,001
25-0000019335,02-0000220185,-,20171012  ,20231107  ,212656.626388965,542462.993743036,㈜명신전자,001,002,1  ,6151943    ,001,2023-0101-103,25-019335,21652,-,002,-,,001
25-0000019348,02-0000220198,-,20161124  ,20231031  ,212548.775000076,542194.681243,㈜명신전자,001,002,1  ,6150784    ,001,2023-0101-103,25-019348,21665,-,002,-,,001
25-0000019347,02-0000220196,-,20161124  ,20231031  ,212531.550000076,542198.118743001,㈜명신전자,001,002,1  ,6150783    ,001,2023-0101-103,25-019347,21664,-,001,-,,001
25-0000018825,02-0000194982,-,20211210  ,20211210  ,190360.3236413,547455.97709195,㈜아이엔티티,001,002,1  ,2211348    ,001,2021-1701-003,25-018825,21142,-,001,-,,001
25-0000018824,02-0000194931,-,20211210  ,20211210  ,190381.5111413,547459.97709195,㈜아이엔티티,001,002,1  ,2211443    ,001,2021-1701-003,25-018824,21141,-,001,-,,001
25-0000018823,02-0000194932,-,20211210  ,20211210  ,190380.823641298,547445.85209195,㈜아이엔티티,001,002,1  ,2211436    ,001,2021-1701-003,25-018823,21140,-,001,-,,001
25-0000018822,02-0000194983,-,20211210  ,20211210  ,190366.979116353,547463.855839106,㈜아이엔티티,001,002,1  ,2211346    ,001,2021-1701-003,25-018822,21139,-,001,-,,001
25-0000017999,02-0000216841,-,20201006  ,20201006  ,204898.03750003,542025.281978144,아이엔티티,001,002,1  ,5100459    ,001,2020-0201-092,25-017999,20316,-,001,-,,001
25-0000017995,02-0000216837,-,20201006  ,20201006  ,204969.88750003,542157.306242863,아이엔티티,001,002,1  ,5100583    ,001,2020-0201-092,25-017995,20312,-,001,-,,001
25-0000017994,02-0000216836,-,20201006  ,20201006  ,204948.194151451,542132.367431663,아이엔티티,001,002,1  ,5100575    ,001,2020-0201-092,25-017994,20311,-,001,-,,001
25-0000017993,02-0000216835,-,20201006  ,20201006  ,204614.155154614,542310.205339713,아이엔티티,001,002,1  ,4191811    ,001,2020-0201-092,25-017993,20310,-,001,-,,001
25-0000017992,02-0000216834,-,20201006  ,20201006  ,204622.592654615,542294.517839714,아이엔티티,001,002,1  ,4191801    ,001,2020-0201-092,25-017992,20309,-,001,-,,001
25-0000017991,02-0000215103,-,20201006  ,20201006  ,204630.030154613,542298.580339714,아이엔티티,001,002,1  ,4191901    ,001,2020-0201-092,25-017991,20308,-,001,-,,001
25-0000017990,02-0000216833,-,20201006  ,20201006  ,204649.047264278,542307.390435375,아이엔티티,001,002,1  ,4191912    ,001,2020-0201-092,25-017990,20307,-,001,-,,001
25-0000017989,02-0000216832,-,20201006  ,20201006  ,204650.797264278,542314.952935374,아이엔티티,001,002,1  ,4191911    ,001,2020-0201-092,25-017989,20306,-,001,-,,001
25-0000007052,02-0000037646,0  ,20201006  ,20201006  ,204732.1662669,542420.535141654,아이엔티티,003,002,1  ,5101137    ,001,2020-0201-092,25-007052,2844,1,001,-,,001
25-0000012210,02-0000037648,213,20201006  ,20201006  ,204735.637505021,542403.989156163,아이엔티티,006,002,1  ,5101136    ,001,2020-0201-092,25-012210,14527,1,001,-,,001
25-0000012209,02-0000098668,214,20201006  ,20201006  ,204740.762505021,542375.489156166,아이엔티티,006,002,1  ,5101128    ,001,2020-0201-092,25-012209,14526,1,001,-,,001
25-0000007054,02-0000188224,0  ,20201006  ,20201006  ,204754.900377329,542376.317897092,아이엔티티,001,002,1  ,5101127    ,001,2020-0201-092,25-007054,2847,1,001,-,,001
25-0000003242,02-0000085078,0  ,20220930  ,20220930  ,206168.487500038,560924.743745207,가온엘이디,001,002,1  ,5428932    ,001,2022-0101-064,25-003242,5483,1,001,-,,001
25-0000000988,02-0000085374,0  ,20220930  ,20220930  ,203485.36250002,561929.606245323,가온엘이디,001,002,1  ,4570633    ,001,2022-0101-064,25-000988,5534,1,001,-,,001
25-0000008441,02-0000129847,0  ,20220930  ,20220930  ,203488.73028858,561868.447399026,가온엘이디,001,002,1  ,4570622    ,001,2022-0101-064,25-008441,8176,1,001,-,,001
25-0000020268,02-0000085377,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,4570522    ,001,2022-0101-064,25-020268,22585,-,001,-,,001
25-0000020267,02-0000103009,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452862    ,001,2022-0101-064,25-020267,22584,-,001,-,,001
25-0000020266,02-0000085221,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452762    ,001,2022-0101-064,25-020266,22583,-,001,-,,001
25-0000020265,02-0000116355,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452861    ,001,2022-0101-064,25-020265,22582,-,001,-,,001
25-0000020264,02-0000085222,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452761    ,001,2022-0101-064,25-020264,22581,-,001,-,,001
25-0000019385,02-0000220236,-,20170918  ,20231030  ,212538.512500076,542020.081242982,㈜명신전자,001,002,1  ,6150752    ,001,2023-0101-103,25-019385,21702,-,002,-,,001
25-0000011305,02-0000178083,128,20140617  ,20220923  ,201359.515283369,556750.492976862,(주)태대,001,002,1  ,4430303    ,001,2022-0501-003,25-011305,13622,1,002,-,,001
25-0000019519,02-0000070906,-,-,-,207043.000000042,552272.818744184,-,001,002,0  ,5341701    ,001,-,25-019519,21836,-,001,-,,001
25-0000019386,02-0000220237,-,20170918  ,20231030  ,212520.819217816,542017.117788685,㈜명신전자,001,002,1  ,6150653    ,001,2023-0101-103,25-019386,21703,-,002,-,,001
25-0000011096,02-0000158342,181,20231122  ,20231122  ,202906.475000018,561269.156245249,가온엘이디,001,002,1  ,4469406    ,001,2023-0501-008,25-011096,13413,1,001,-,,001
25-0000019639,02-0000220696,-,20200601  ,20231030  ,212907.637500079,542076.906242989,㈜명신전자,001,002,1  ,6160464    ,001,2023-0101-103,25-019639,21956,-,002,-,,001
25-0000011095,02-0000088353,197,20231122  ,20231122  ,202906.87041047,561283.815386564,가온엘이디,001,002,1  ,4469405    ,001,2023-0501-008,25-011095,13412,1,001,-,,001
25-0000019640,02-0000220697,-,20200601  ,20231030  ,212901.95000008,542095.718742988,㈜명신전자,001,002,1  ,6160463    ,001,2023-0101-103,25-019640,21957,-,002,-,,001
25-0000012772,02-0000088804,49 ,20231125  ,20231125  ,203339.375000022,561122.612495231,가온엘이디,001,002,1  ,4478376    ,001,2023-0501-008,25-012772,15089,1,001,-,,001
25-0000012773,02-0000088212,241,20231125  ,20231125  ,203347.562500022,561122.01874523,가온엘이디,001,002,1  ,4478375    ,001,2023-0501-008,25-012773,15090,1,001,-,,001
25-0000019935,02-0000084426,-,20220915  ,20220915  ,-,-,관급,001,002,1  ,4590434    ,001,2022-0101-051,25-019935,22252,-,001,-,,001
25-0000019379,02-0000220230,-,20160314  ,20231030  ,212750.437500078,542078.768742989,㈜명신전자,001,002,1  ,6160164    ,001,2023-0101-103,25-019379,21696,-,002,-,,001
25-0000019933,02-0000084424,-,20220915  ,20220915  ,-,-,관급,001,002,1  ,4590331    ,001,2022-0101-051,25-019933,22250,-,001,-,,001
25-0000019986,02-0000221061,-,20220601  ,20220601  ,-,-,명신전자,001,002,1  ,4047352    ,001,2022-0101-003,25-019986,22303,-,001,-,,001
25-0000019985,02-0000221060,-,20220601  ,20220601  ,-,-,명신전자,001,002,1  ,4047351    ,001,2022-0101-003,25-019985,22302,-,001,-,,001
25-0000019984,02-0000221058,-,20220601  ,20220601  ,-,-,명신전자,001,002,1  ,4047441    ,001,2022-0101-003,25-019984,22301,-,001,-,,001
25-0000019983,02-0000221056,-,20220601  ,20220601  ,-,-,명신전자,001,002,1  ,4135397    ,001,2022-0101-003,25-019983,22300,-,001,-,,001
25-0000020149,02-0000221242,-,20221001  ,20221001  ,-,-,(주)명신전자,001,002,1  ,4359514    ,001,2022-0201-122,25-020149,22466,-,001,-,,001
25-0000020148,02-0000221272,-,20221001  ,20221001  ,-,-,(주)명신전자,001,002,1  ,4359513    ,001,2022-0201-122,25-020148,22465,-,001,-,,001
25-0000000643,02-0000127172,0  ,20221001  ,20221001  ,202429.13819944,556312.157458752,(주)명신전자,001,002,1  ,4359512    ,001,2022-0201-122,25-000643,8062,1,001,-,,001
25-0000020262,02-0000086603,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452782    ,001,2022-0101-064,25-020262,22579,-,001,-,,001
25-0000020261,02-0000086606,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452781    ,001,2022-0101-064,25-020261,22578,-,001,-,,001
25-0000020260,02-0000086609,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5452791    ,001,2022-0101-064,25-020260,22577,-,001,-,,001
25-0000011151,02-0000087313,243,20221130  ,20221130  ,202935.50695476,563075.167185062,가온엘이디,001,002,0  ,45625610   ,001,2022-0101-065,25-011151,13468,1,001,-,,001
25-0000020253,02-0000083076,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5426384    ,001,2022-0101-064,25-020253,22570,-,001,-,,001
25-0000020252,02-0000083072,-,20220930  ,20220930  ,-,-,가온엘이디,001,002,1  ,5426383    ,001,2022-0101-064,25-020252,22569,-,001,-,,001
25-0000001006,02-0000102835,212,20220930  ,20220930  ,205834.537500036,560159.706245115,가온엘이디,001,002,1  ,5426382    ,001,2022-0101-064,25-001006,6598,1,001,-,,001
25-0000000408,02-0000116000,0  ,20220930  ,20220930  ,205812.700000035,560143.218745114,가온엘이디,001,002,1  ,5426272    ,001,2022-0101-064,25-000408,7493,1,001,-,,001
25-0000019867,02-0000089516,-,20221130  ,20221130  ,205812.244108531,562584.010766322,관급,001,002,1  ,5521264    ,001,2022-0101-052,25-019867,22184,-,001,-,,001
25-0000019868,02-0000089518,-,20221130  ,20221130  ,205827.61910853,562586.510766321,관급,001,002,1  ,5521364    ,001,2022-0101-052,25-019868,22185,-,001,-,,001
25-0000021732,02-0000084262,-,20231213  ,20231213  ,-,-,-,001,002,1  ,5542442    ,001,2023-0101-134,25-021732,24049,-,001,-,,001
25-0000021731,02-0000156150,-,20231213  ,20231213  ,-,-,-,001,002,1  ,5542441    ,001,2023-0101-134,25-021731,24048,-,001,-,,001
25-0000021730,02-0000178281,-,20231213  ,20231213  ,-,-,-,001,002,1  ,5542568    ,001,2023-0101-134,25-021730,24047,-,001,-,,001
25-0000021729,02-0000178282,-,20231213  ,20231213  ,-,-,-,001,002,1  ,5542567    ,001,2023-0101-134,25-021729,24046,-,001,-,,001
25-0000019380,02-0000220231,-,20160314  ,20231030  ,212754.062500077,542070.70624299,㈜명신전자,001,002,1  ,6160163    ,001,2023-0101-103,25-019380,21697,-,002,-,,001
25-0000001734,02-0000103565,0  ,20221130  ,20221130  ,205151.000000032,562387.487495383,가온엘이디,001,002,1  ,5501924    ,001,2022-0101-065,25-001734,6659,1,001,-,,001
25-0000001736,02-0000117324,0  ,20221130  ,20221130  ,205154.687500033,562413.324995383,가온엘이디,001,002,1  ,5501934    ,001,2022-0101-065,25-001736,7599,1,001,-,,001
25-0000001737,02-0000092189,0  ,20221130  ,20221130  ,205161.925000032,562423.449995387,가온엘이디,001,002,1  ,5501933    ,001,2022-0101-065,25-001737,6017,1,001,-,,001
25-0000001738,02-0000092198,0  ,20221130  ,20221130  ,205192.895748419,562416.503651705,가온엘이디,001,002,1  ,5511037    ,001,2022-0101-065,25-001738,6019,1,001,-,,001
25-0000009095,02-0000173805,90 ,20221130  ,20221130  ,205212.925000032,562405.868745382,가온엘이디,006,002,1  ,5511036    ,001,2022-0101-065,25-009095,11634,1,001,-,,001
25-0000001031,02-0000092199,0  ,20221130  ,20221130  ,205198.09211,562383.65215,가온엘이디,001,002,1  ,5511023    ,001,2022-0101-065,25-001031,6021,1,001,-,,001
25-0000008446,02-0000172389,0  ,20221130  ,20221130  ,205199.925000031,562371.024995378,가온엘이디,001,002,1  ,5511022    ,001,2022-0101-065,25-008446,11366,1,001,-,,001
25-0000008442,02-0000172387,180,20221130  ,20221130  ,205174.225000032,562368.037495379,가온엘이디,001,002,1  ,5501923    ,001,2022-0101-065,25-008442,11363,1,001,-,,001
25-0000018815,02-0000119828,-,20211219  ,20211219  ,195257.551139691,562076.107657594,태대,001,002,1  ,3510162    ,001,2021-0501-008,25-018815,21132,-,001,-,,001
25-0000019161,02-0000219748,-,20220125  ,20220125  ,204805.729497523,560400.289528362,아이엔티티,001,002,1  ,5407237    ,001,2021-0201-114,25-019161,21478,-,001,-,,001
25-0000018814,02-0000119821,-,20211219  ,20211219  ,195263.926139689,562099.263907724,태대,001,002,1  ,3510161    ,001,2021-0501-008,25-018814,21131,-,001,-,,001
25-0000018813,02-0000011489,-,20211219  ,20211219  ,192117.836862021,556453.447198092,태대,001,002,1  ,2349841    ,001,2021-0501-008,25-018813,21130,-,001,-,,001
25-0000018812,02-0000011488,-,20211219  ,20211219  ,192128.086862019,556457.35344835,태대,001,002,1  ,2349941    ,001,2021-0501-008,25-018812,21129,-,001,-,,001
25-0000007745,02-0000169696,45 ,20120110  ,20211219  ,192177.52499995,557131.131244633,태대,001,002,1  ,24500710   ,001,2021-0501-008,25-007745,10991,1,002,-,,001
25-0000011326,02-0000072869,282,20140618  ,20211124  ,201577.942363558,553756.644262014,-,001,002,1  ,4334807    ,001,2021-0101-090,25-011326,13643,1,002,-,,001
25-0000020290,02-0000087464,-,20220620  ,20220620  ,-,-,태대,001,002,1  ,45818910   ,001,2022-0101-063,25-020290,22607,-,001,-,,001
25-0000006345,02-0000103167,0  ,20100607  ,20220620  ,204096.62499166,562718.668176703,태대,001,002,1  ,45818910   ,001,2022-0101-063,25-006345,6642,1,002,-,,001
25-0000013685,02-0000196197,255,20210625  ,20211123  ,201149.61098942,554000.0524543,-,001,002,1  ,43249510   ,001,2021-0101-090,25-013685,16002,1,004,-,,001
25-0000003116,02-0000087007,0  ,20090323  ,20220620  ,203594.350000022,562588.839333641,태대,001,002,1  ,4571864    ,001,2022-0101-063,25-003116,5684,1,002,-,,001
25-0000013317,02-0000072871,195,20170311  ,20211124  ,201579.85146,553769.29944,-,001,002,1  ,4334806    ,001,2021-0101-090,25-013317,15634,1,002,-,,001
25-0000011327,02-0000221432,214,20140618  ,20211124  ,201566.414584932,553756.435929952,-,001,002,1  ,4334709    ,001,2021-0101-090,25-011327,13644,1,002,-,,001
25-0000020364,02-0000178087,-,20211123  ,20211123  ,-,-,-,001,002,1  ,4324959    ,001,2021-0101-090,25-020364,22681,-,001,-,,001
25-0000010368,02-0000178087,278,20210625  ,20211123  ,201142.298489421,554012.364954302,-,006,002,1  ,43249510   ,001,2021-0101-090,25-010368,12685,1,004,-,,001
25-0000020052,02-0000087169,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,4581865    ,001,2022-0101-065,25-020052,22369,-,001,-,,001
25-0000020357,02-0000221426,-,20211122  ,20211122  ,-,-,-,001,002,1  ,4422851    ,001,2021-0101-090,25-020357,22674,-,001,-,,001
25-0000012940,02-0000160660,244,20221130  ,20221130  ,204103.277616642,562579.335693902,가온엘이디,001,002,1  ,4581866    ,001,2022-0101-065,25-012940,15257,1,001,-,,001
25-0000020051,02-0000087167,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,4581864    ,001,2022-0101-065,25-020051,22368,-,001,-,,001
25-0000003114,02-0000087168,273,20221130  ,20221130  ,204136.758460679,562572.664974505,가온엘이디,001,002,1  ,4581964    ,001,2022-0101-065,25-003114,5704,1,001,-,,001
25-0000003115,02-0000116547,56 ,20221130  ,20221130  ,204127.303358006,562551.349525898,가온엘이디,001,002,1  ,4581965    ,001,2022-0101-065,25-003115,7541,1,001,-,,001
